species,local,site,latitude,longitude,field.day,fixation,conservation,individual,sdf,feedItem,phylum,lowerClassItem,mediumClassItem,highClassItem,volume_mm3,table3Category
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,64,4,eggs_mollusca,Mollusca,-,-,-,2,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,65,3,polychaeta_cirratulidae,Annelida,Polychaeta,Cirratulidae,-,14,10.Cirratulidae
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,65,3,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,37,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,65,3,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,0.5,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,65,3,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,195,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,66,3,algae,-,-,-,-,0.1,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,66,3,unidentified,-,-,-,-,1,25.UNIDENTIFIED
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,66,3,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,132,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,66,3,algae,-,-,-,Cladophoropsis membranacea,1,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,148,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,45,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,polychaeta_sabellariidae,Annelida,Polychaeta,Sabellariidae,,2,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,crustacea_outro,Arthropoda,Crustacea,-,-,0.1,18.CRUSTACEA Others
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,polychaeta_outro,Annelida,Polychaeta,-,-,14,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,2,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,67,4,polychaeta_outro,Annelida,Polychaeta,-,-,3,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,9,07.Hexac. Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,polychaeta_sabellidae,Annelida,Polychaeta,Sabellidae,-,1.5,08.Sabellidae
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,polychaeta_outro,Annelida,Polychaeta,-,-,10.5,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,algae,-,-,-,-,0.3,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,algae,-,-,-,-,1,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,68,3,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,0.7,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,69,2,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,45,07.Hexac. Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,69,2,algae,-,-,-,-,0.5,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,69,2,algae,-,-,-,-,0.5,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,69,2,polychaeta_outro,Annelida,Polychaeta,-,-,1.5,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,70,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,122,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,70,4,polychaeta_outro,Annelida,Polychaeta,-,-,17.5,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,70,4,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,2,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,71,4,unidentified,-,-,-,-,4,25.UNIDENTIFIED
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,71,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,333,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,71,4,polychaeta_outro,Annelida,Polychaeta,-,-,49,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,139,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,5,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,unidentified,-,-,-,-,6,25.UNIDENTIFIED
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,algae,-,-,-,-,2,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,polychaeta_outro,Annelida,Polychaeta,-,-,5.5,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,72,4,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,1,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,73,3,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,257,06.Hexac. Corallim./ Scle.
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,74,4,polychaeta_outro,Annelida,Polychaeta,-,-,9,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,74,4,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,464,07.Hexac. Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,75,4,polychaeta_outro,Annelida,Polychaeta,-,-,25.6,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,75,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,143,06.Hexac. Corallim./ Scle.
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,75,4,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,7,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,76,4,cnidaria_anthozoa_hexacorallia_coralliscler,Cnidaria,Anthozoa,Coralliscler,-,293,06.Hexac. Corallim./ Scle.
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,76,4,unidentified,-,-,-,-,11.8,25.UNIDENTIFIED
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,76,4,polychaeta_outro,Annelida,Polychaeta,-,-,11,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,76,4,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,0.5,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,77,2,polychaeta_outro,Annelida,Polychaeta,-,-,10.5,14.POLYCHAETA Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,77,2,algae,-,-,-,-,0.5,01.ALGAE
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,77,2,cnidaria_anthozoa_hexacorallia_outro,Cnidaria,Anthozoa,Hexacorallia,-,38,07.Hexac. Other
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,77,2,cnidaria_hydrozoa,Cnidaria,Hydrozoa,-,-,0.4,02.Hydrozoa
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,77,2,calcareous_skeletons,-,-,-,-,1.5,23.INORGANIC
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,78,3,cnidaria_anthozoa_hexacorallia_actiniaria,Cnidaria,Anthozoa,Actiniaria,-,231,04.Hexac. Actiniaria
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,78,3,eggs_mollusca_gastropoda,Mollusca,Gastropoda,-,-,9,19.EGGS Mollusca
chaetodon_striatus,florianopolis,ilha.do.xavier,-27.611092,-48.385503,07_feb_2011,formaldehyde_10_degrees,formaldehyde_5_degrees,78,3,polychaeta_outro,Annelida,Polychaeta,-,-,1,14.POLYCHAETA Other
